"","Date","Contributor","Address","City","State","Zip","Occupation","Employer","Principal Officer","Amount","CPF ID","Recipient","Tender Type ID","Tender Type Description","Record Type ID","Record Type Description","Source Description","Year","Question","Category_PID"
"321","8/29/2022","Stop N' Save Liquors","1 Sherrick's Farm Road","Weymouth","MA","02188",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"322","8/29/2022","Thrifty Discount Liquors","97 Main Street, Suite 2","Blackstone","MA","01504",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"323","8/29/2022","Webster Square Package","1014 Main Street","Worcester","MA","01603",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"324","8/29/2022","West Concord Liquor Store","1216 Main Street","Concord","MA","01742",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"325","8/29/2022","Yankee Spirits","376 Main Street, Pob 191","Sturbridge","MA","01518",NA,NA,NA,2500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"326","8/26/2022","Cape Cod Package Store","1495 Falmouth Road","Centerville","MA","02632",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"327","8/25/2022","Julio's Liquors","140 Turpike Road","Westborough","MA","01581",NA,NA,NA,6000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"328","8/24/2022","Blanchard's Wine & Spirits","102 Westgate Dr","Brockton","MA","02301",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"329","8/24/2022","Fresh Pond Liquors","233 Alewife Brook Parkway","Cambridge","MA","02138",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"330","8/24/2022","Greyhound Package Store","676 Broadway","Raynham","MA","02767",NA,NA,NA,200,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"331","8/24/2022","Locke Liquor Store","48 Broadway","Malden","MA","02148",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"332","8/24/2022","Mvp Liquors","2153 Mystic Valley Parkway","Medford","MA","02153",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"333","8/24/2022","Starl Liquors","13 McGrath Highway","Somerville","MA","02143",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"334","8/23/2022","Andover Classic Wines, LLC","209 North Main Street","Andover","MA","01810",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"335","8/23/2022","Deerfield Spirit Shoppe, Inc.","257 West Gill Road","Gill","MA","01376",NA,NA,NA,5000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"336","8/23/2022","Liquors 44","238 King Street","Northampton","MA","01060",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"337","8/23/2022","Liquors 44","458-9 Russell Street","Hadley","MA","01035",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"338","8/23/2022","Liquors 44","44 Lincoln Street","Holyoke","MA","01040",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"339","8/23/2022","Liquors 44","1461 Memorial Drive","Chicopee","MA","01013",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"340","8/23/2022","Liquors 44","1522 Boston Road","Springfield","MA","01101",NA,NA,NA,1500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"341","8/23/2022","Reservoir Wine & Spirits","1922 Beacon Street","Brighton","MA","02135",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"342","8/23/2022","Vinnin Square Liquors","371 Paradise Road","Swampscott","MA","01907",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"343","8/23/2022","Wollaston Wine & Spirits","58-60 Beale Street","Quincy","MA","02170",NA,NA,NA,1000,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"344","8/16/2022","Braintree Package","396 Washington Street","Braintree","MA","02184",NA,NA,NA,500,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"345","8/16/2022","East Walpole Package Store","79 Providence Hwy","East Walpole","MA","02032",NA,NA,NA,250,95484,"21st Century Alcohol Retail Reform Committee",0,"Not Specified",211,"Business Contribution","2022 60th Day Preceding Election Report","2022","Q3 2022","Corporate"
"346","11/10/2023","CMK Enterprises Inc.","270 Littleton Rd #29","Westford","MA","01886",NA,NA,NA,100,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2023 Year-end Report","2022","Q4 2022","Corporate"
"347","4/8/2023","CMK Enterprises Inc.","270 Lilleton Rd #23","Westford","MA","01886",NA,NA,NA,50,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2023 Year-end Report","2022","Q4 2022","Corporate"
"348","10/12/2022","Curry","190 Turnpike Road","Westborough","MA","01580",NA,NA,NA,8575.81,95491,"Fair And Secure Massachusetts",0,NA,406,"Corporate Loan Forgiveness","2022 Oct 20th Report","2022","Q4 2022","Corporate Loan Forgiveness"
"349","10/12/2022","Nantucket Pavers, Inc","71 Fall River Ave","Rehoboth","MA","02769","Contractor","Self",NA,10000,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q4 2022","Corporate"
"350","10/7/2022","Schofield Properties, LLC","160 Old Derby St, Suite 1000","Hingham","MA","02043","Schofield Properties","Owner",NA,1000,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q4 2022","Corporate"
"351","10/4/2022","Andover Street, LLC","235 Andover St","Wilmington","MA","01887",NA,NA,NA,10000,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q4 2022","Corporate"
"352","10/3/2022","DPW Realty","98 Elm St","Salisbury","MA","01952","Self","SELF",NA,5000,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q4 2022","Corporate"
"353","9/27/2022","Fourty Four Hundred, LLC","116 Flanders Rd Suite 2000","Westborough","MA","01580",NA,NA,NA,10000,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q4 2022","Corporate"
"354","9/16/2022","Acme Labs, LLC","841 Worchester St Ste 182","Natick","MA","01760",NA,NA,NA,2500,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q4 2022","Corporate"
"355","8/17/2022","C & B Enterprises","235 Long Hill Rd","Bolton","MA","01740",NA,NA,NA,50,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2022 Initial Report (BQ)","2022","Q4 2022","Corporate"
"356","7/11/2022","Avanti Insurance Agency","17 Charles St","Malden","MA","02148",NA,NA,NA,250,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2022 Initial Report (BQ)","2022","Q4 2022","Corporate"
"357","7/11/2022","Us Incorporated","1691 Us Highway 131 Suite 2","Petoskey","MI","49770",NA,NA,NA,5000,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2022 Initial Report (BQ)","2022","Q4 2022","Corporate"
"358","6/30/2022","Mara, Inc","Po Box 550004","Waltham","MA","02451",NA,NA,NA,1500,95491,"Fair And Secure Massachusetts",0,"Not Specified",211,"Business Contribution","2022 Initial Report (BQ)","2022","Q4 2022","Corporate"
"359","8/30/2023","Brazilian Policy Center Inc","14 Harvard Ave Fl 2","Allston","MA","02134",NA,NA,NA,18000,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2023 Year-end Report","2022","Q4 2022","Corporate"
"360","12/5/2022","Beth Israel Lahey Health Inc","20 University Rd Ste 700","Cambridge","MA","02138",NA,NA,NA,7000,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2022 Year-end Report","2022","Q4 2022","Corporate"
"361","10/28/2022","Boston Medical Center","One Boston Medical Center Pl","Boston","MA","02118",NA,NA,NA,5000,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q4 2022","Corporate"
"362","10/25/2022","Hym Investment Group LLC","One Beacon St","Boston","MA","02108",NA,NA,NA,20000,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q4 2022","Corporate"
"363","10/24/2022","Rian Immigrant Center Inc","1 State St #800","Boston","MA","02109",NA,NA,NA,10000,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q4 2022","Corporate"
"364","10/20/2022","Income Tax Plus Inc","490 Union Ave","Framingham","MA","01702",NA,NA,NA,5000,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q4 2022","Corporate"
"365","10/20/2022","Mass General Brigham","399 Revolution Dr","Somerville","MA","02145",NA,NA,NA,7500,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q4 2022","Corporate"
"366","10/18/2022","Emerson Collective","555 Bryant Street Suite 259","Palo Alto","CA","94301",NA,NA,NA,250000,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2022 Nov 5th Report","2022","Q4 2022","Corporate"
"367","10/13/2022","Comcast","Po Box 70219","Philadelphia","PA","19176",NA,NA,NA,1,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q4 2022","Corporate"
"368","10/12/2022","State Street Bank","1 Lincoln St","Boston","MA","02111",NA,NA,NA,50000,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2022 Oct 20th Report","2022","Q4 2022","Corporate"
"369","9/29/2022","Arbella Insurance Group","1100 Crown Colony Dr","Quincy","MA","02169",NA,NA,NA,2e+05,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q4 2022","Corporate"
"370","9/22/2022","Eastern Bank","195 Market St, 5th Floor","Lynn","MA","01901",NA,NA,NA,1e+05,95493,"Vote YES for Work and Family Mobility",0,"Not Specified",211,"Business Contribution","2022 Oct 5th Report","2022","Q4 2022","Corporate"
"371","11/3/2020","Winhere Brake Parts","1331 Schiferl Road","Bartlett","IL","60103",NA,NA,"Doug Labac",20000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Nov 20th Report","2020","Q1 2020","Corporate"
"372","10/30/2020","GENUINE PARTS COMPANY","2999 Wildwood Pkwy Se","Atlanta","GA","30339",NA,NA,NA,7500,95469,"Massachusetts Right to Repair Committee",0,NA,405,"Corporate Inkind Contribution","2020 Nov 5th Report","2020","Q1 2020","Corporate"
"373","10/26/2020","AUTO ZONE","123 S. Front Street","Memphis","TN","38103",NA,NA,NA,25000,95469,"Massachusetts Right to Repair Committee",0,NA,405,"Corporate Inkind Contribution","2020 Nov 5th Report","2020","Q1 2020","Corporate"
"374","10/15/2020","ADVANCE AUTO PARTS","2635 E. Millbrook Rd","Raleigh","NC","27604",NA,NA,NA,3190,95469,"Massachusetts Right to Repair Committee",0,NA,405,"Corporate Inkind Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"375","10/15/2020","O'Reilly Auto Parts","233 S. Patterson Ave","Springfield","MO","65802",NA,NA,NA,4862.67,95469,"Massachusetts Right to Repair Committee",0,NA,405,"Corporate Inkind Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"376","10/14/2020","TEST RITE","1900 Burgundy Place","Ontario","CA","91761",NA,NA,"Kelly Ho",50000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"377","10/13/2020","AASA","79 TW Alexander Drive","Research Triangle Park","NC","27709",NA,NA,"Paul McCarthy",250000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"378","10/13/2020","Auto Care Association","P O Box 34781","Bethesda","MD","20827",NA,NA,"Bill Hanvey",1e+06,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"379","10/13/2020","CASTROL/BP LUBRICANTS","1500 Valley Road","Wayne","NJ","07470",NA,NA,"Frank Caloroso",47894.7,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"380","10/13/2020","GATES RUBBER","1144 15th STE 1400","Denver","CO","80202",NA,NA,"Grant Gawronski",50000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"381","10/13/2020","MOTORCAR PARTS","2929 California Street","Torrance","CA","90503",NA,NA,"Selwyn Joffe",250000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"382","10/9/2020","INTERSTATE BATTERY","4301 121 St Street","Urbandale","IA","50323",NA,NA,"Richard Panek",1e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"383","10/9/2020","OLD WORLD","3100 N Sanders Road","Northbrook","IL","60062",NA,NA,"John Overmyer",50000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"384","10/9/2020","TEST RITE","1900 Burgundy Place","Ontario","CA","91761",NA,NA,"Kelly Ho",-1e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"385","10/8/2020","TEST RITE","1900 Burgundy Place","Ontario","CA","91761",NA,NA,"Kelly Ho",1e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"386","10/7/2020","CLARIOS","5757 N Green Bay Ave","Milwaukee","WI","53209",NA,NA,"Adam Muellerweiss",250000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"387","10/7/2020","MEVOTECH","1745 Shea Center Drive","Highlands Ranch","CO","80129",NA,NA,"Todd Hack",1e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"388","10/6/2020","TRICO","127 Public Square Ste 5300","Cleveland","OH","44114",NA,NA,"Guy Andrysick",1e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"389","10/6/2020","VALVOLINE","100 Valvoline Way","Lexington","KY","40509",NA,NA,"Greg Barntsen",85000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"390","10/5/2020","ADVANCE AUTO PARTS","2635 E. MILLBROOK RD","RALEIGH","NC","27604",NA,NA,"Tom Greco",5e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"391","10/5/2020","MINCOM COMMUNICATIONS INC","P O Box 506","Kinderhook","NY","12106",NA,NA,"Stuart Minton Jr",10000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"392","10/5/2020","STANDARD MOTOR PARTS","37-18 Northern Blvd","Long Island City","NY","11101",NA,NA,"Nathan Iles",1e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 20th Report","2020","Q1 2020","Corporate"
"393","10/1/2020","Auto Zone","123 S Front St","Memphis","TN","38103",NA,NA,"Bill Rhodes",5e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"394","10/1/2020","Cardone","5501 Whitaker Ave","Philadelphia","PA","19124",NA,NA,"Mike Carr",40000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"395","10/1/2020","KCM","1631 South Sinclair St","Anaheim","CA","92806",NA,NA,NA,2e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"396","9/30/2020","O'Reilly Auto Parts","233 S. Patterson Ave","Springfield","MO","65802",NA,NA,"Greg Johnson",5e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"397","9/30/2020","Stryten Co","13010 Morris Road","Alpharetta","GA","30004",NA,NA,"Tim Vargo",50000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"398","9/30/2020","Worldwide Automotive LLC","29627 Renaissance Blvd","Daphne","AL","36526",NA,NA,NA,2e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"399","9/29/2020","Auto Care Association","P O Box 34781","Bethesda","MD","20827",NA,NA,"Bill Hanvey",1e+06,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"400","9/29/2020","LKQ","500 Madison Street","Chicago","IL","60661",NA,NA,"Dominick Zarcone",1e+06,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"401","9/24/2020","Dorman Products","300 E Walnut St","Colmar","PA","18915",NA,NA,"Kevin Olsen",5e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"402","9/23/2020","O'Reilly Auto Parts","233 S. Patterson Ave","Springfield","MO","65802",NA,NA,"Greg Johnson",1500000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"403","9/23/2020","Omni Industries","7904 Wrenwood Blvd","Baton Rouge","LA","70809",NA,NA,"Jude Palombo",1e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"404","9/22/2020","Mann+Hummel","1 Wix Way","Gastonia","NC","28054",NA,NA,"Dave MCColley",50000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"405","9/18/2020","Reaction Auto Parts","3774 Rider Trail South","Earth City","MO","63045",NA,NA,"Ian Braunstein",15000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Oct 5th Report","2020","Q1 2020","Corporate"
"406","9/15/2020","ADVANCE AUTO PARTS","2635 E. MILLBROOK RD","RALEIGH","NC","27604",NA,NA,NA,1500000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Sept 20th Report","2020","Q1 2020","Corporate"
"407","9/14/2020","GENUINE PARTS COMPANY","2999 WILDWOOD PKWY SE","ATLANTA","GA","30339",NA,NA,NA,1500000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Sept 20th Report","2020","Q1 2020","Corporate"
"408","9/11/2020","AUTO ZONE","123 S. FRONT STREET","MEMPHIS","TN","38103",NA,NA,NA,1500000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Sept 20th Report","2020","Q1 2020","Corporate"
"409","9/9/2020","COALITION OF AUTOMOBILE REPAIR EQUALITY","P O BOX 34781","BETHESDA","MD","20827",NA,NA,NA,1e+06,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Sept 20th Report","2020","Q1 2020","Corporate"
"410","9/9/2020","GENUINE PARTS COMPANY","2999 WILDWOOD PKWY SE","ATLANTA","GA","30339",NA,NA,NA,1e+06,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Sept 20th Report","2020","Q1 2020","Corporate"
"411","9/4/2020","GRAFTON TIRE","218 WORCESTER ST","GRAFTON","MA","01536",NA,NA,NA,23.59,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 Sept 20th Report","2020","Q1 2020","Corporate"
"412","8/14/2020","ADVANCE AUTO PARTS","2635 E MILLBROOK ROAD","RALEIGH","NC","27604",NA,NA,NA,1e+06,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"413","8/14/2020","AUTO ZONE","123 S. FRONT STREET","MEMPHIS","TN","38103",NA,NA,NA,1e+06,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"414","8/14/2020","AUTOMOTIVE WAREHOUSE INC","P O BOX 34781","BETHESDA","MD","20827",NA,NA,NA,5e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"415","8/10/2020","O'REILLY AUTO PARTS","233 S. PATTERSON AVENUE","SPRINGFIELD","MO","65802",NA,NA,NA,1e+06,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"416","7/27/2020","AUTO CARE ASSOCIATION","PO BOX 34781","BETHESDA","MD","20827",NA,NA,NA,1e+06,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"417","7/24/2020","COALITION OF AUTOMOBILE REPAIR EQUALITY","PO BOX 34781","BETHESDA","MD","20827",NA,NA,NA,1e+06,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"418","6/4/2020","AUTO CARE ASSOCIATION","PO BOX 34781","BETHESDA","MD","20827",NA,NA,NA,265000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"419","4/24/2020","COALITION OF AUTOMOBILE REPAIR EQUALITY","PO BOX 34781","BETHESDA","MD","20827",NA,NA,NA,530000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"420","4/22/2020","AUTO CARE ASSOCIATION","PO BOX 34781","BETHESDA","MD","20827",NA,NA,NA,70000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"421","4/14/2020","COALITION OF AUTOMOBILE REPAIR EQUALITY","PO BOX 34781","BETHESDA","MD","20827",NA,NA,NA,70000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"422","2/27/2020","AUTO CARE ASSOCIATION","PO BOX 34781","BETHESDA","MD","20827",NA,NA,NA,755000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"423","2/25/2020","COALITION OF AUTOMOBILE REPAIR EQUALITY","PO BOX 34781","BETHESDA","MD","20827",NA,NA,NA,755000,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"424","1/30/2020","COALITION OF AUTOMOBILE REPAIR EQUALITY","PO BOX 34781","BETHESDA","MD","20827",NA,NA,NA,3e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2020 60th Day Preceding Election Report","2020","Q1 2020","Corporate"
"425","12/30/2019","AUTO CARE ASSOCIATION","7101 Wisconsin Ave., Suite 1300","Bethesda","MD","20814",NA,NA,NA,1e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"426","12/30/2019","COALITION OF AUTOMOBILE REPAIR EQUALITY","105 ORONOCO STREET","ALEXANDRIA","VA","22314",NA,NA,NA,1e+05,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"427","12/23/2019","AMESBURY FOREIGN AUTO","51 MACY ST","AMESBURY","MA","01913",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
"428","12/23/2019","ASBURY ST CAR CARE","323 WILLOW ST","SOUTH HAMILTON","MA","01982",NA,NA,NA,10,95469,"Massachusetts Right to Repair Committee",0,"Not Specified",211,"Business Contribution","2019 Year-end Report","2020","Q1 2020","Corporate"
